상가업소번호,가게명,리뷰,evaluation
3322,렌게,진짜 맛있어요!,(긍정 확률 : 0.98) 긍정
3322,렌게,역시 맛있네요 카라아게도 많이 안짜고 맛있어요ㅎㅎ,(긍정 확률 : 0.98) 긍정
3322,렌게,맑은육수로 먹었는데 마싯어여 ㅋㅋ 머리 짧으신 남자분이 사장님이신가요? 위생관념 철저해요 글러브끼시고 손 되게 자주씻으심 그리곸ㅋㅋ뭔가 귀염상ㅋㅋㅋ,(긍정 확률 : 0.75) 긍정
3322,렌게,항상 맛있어요,(긍정 확률 : 0.98) 긍정
3322,렌게,양도 많고 맛있는 라멘이었어요 !,(긍정 확률 : 0.98) 긍정
3322,렌게,국물이 진한데 짜지는 않아서 신기했어요. 제 기준 약간 싱거운듯? 했지만 오히려 짠 것보단 나은 것 같기도... 기본 면 양은 살짝 적은 편이라 추가하거나 밥 시켜서 같이 드시면 좋을 듯,(긍정 확률 : 0.95) 긍정
3323,쭈꾸미블루스 신촌본점,영수증 리뷰 처음 써보는데 사장님과 직원분이 너무너무 친절하셔서 리뷰남깁니다 친절함때문에 또 가고 싶어요 너무 맛있게 잘 먹었어요 🥰,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,좋아요,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,쏘쏘,(긍정 확률 : 0.96) 긍정
3323,쭈꾸미블루스 신촌본점,신촌에 오랜만에 놀러갔다가  쭈꾸미가 먹고싶어서 후기 많은 곳으로 찾아서 갔더니 실망 실망 대실망입니다 무한리필 날치알쌈이라서 기대해서 갔더니 날치알은 커녕 일하시는 분 서비스도 너무 안좋았습니다. 목소리도 잘 안들리고  날치알 안주냐고 여쭤봤더니 날치알이 비싸서 없다고 하시는데..그럼 저 간판 없애야 정상아닌가요?.....가격도 싼편은 아닌데.. 사기 먹은 느낌이었습니다. 음식은 나와서 뭐라고 말할 수도 없고 사기먹은 느낌으로 어쩔 수 없이 먹고왔습니다 정말 추천하고 싶지않은 가게네요.. 제가 가본 쭈꾸미집 가게중 제일 별로네요;;,(부정 확률 : 0.74) 부정
3323,쭈꾸미블루스 신촌본점,좋아요,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,포차느낌이라 친구들이랑 술마시면서 수다떨기 좋네요,(긍정 확률 : 0.97) 긍정
3323,쭈꾸미블루스 신촌본점,굿,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,음식맛있음 양은 예전보다 적어졌대요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,굳,(긍정 확률 : 0.95) 긍정
3323,쭈꾸미블루스 신촌본점,맛있고 쭈꾸미가 실해요~^^,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,"양념은 정말 맛있는데❣️ 가성비나(저녁메뉴 기준 메인메뉴의 양 적음, 사이드 종류 부족, 사이드 추가하려면 추가금액 지불 ) 가게위생 측면에서 조금 감점이네요ㅠㅠ",(긍정 확률 : 0.96) 긍정
3323,쭈꾸미블루스 신촌본점,매운데 맛있어요,(긍정 확률 : 0.98) 긍정
3323,쭈꾸미블루스 신촌본점,굿,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,비건이라 가격대는 있지만 초코쿠키는 맛나요 영주사과빵은 조금 밍밍한 듯 사과 퓨레가 더 들어가면 좋겠어요 :),(긍정 확률 : 0.91) 긍정
3324,더브레드블루 신촌본점,신메뉴 피자빵은 못참치 먹었는데 나름 색다른 참치피자빵이에요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,더브레드블루 빵은 언제나 맛있어요! 🥰 매장도 청결하고 좋아요 :),(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,커피 맛있어요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,요거트와 함께 이빵이 절 행복하게해요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,우연히 지나가다가 발견한 빵집~계란 우유 버터를 사용하지 않는다고 해서 들어가봤는데 100%호밀빵을 팔다뉘!!!언능 구매 ㅋㅋ그리고 통밀발효종이라고 크렌베리 들어있는 빵도 구매!!결제할때 2만원이 넘길래 ㅋㅋㅋ 가격을 보니 호밀100 이13500원 다른빵이 6900원 ㅋㅋㅋ 요즘 빵값 비싸다니만 살짝 놀란맘 다 잡고 빵 받아드니 왤케 묵직함 ㅋㅋㅋ 포장하고 나오자마자 뜯어서 한입 먹는데..겉은 바삭~속은 떡 같이 아주아주 촉촉~느므느므 맛있엉 달지않구!!!만원이상 구매시 커피쿠폰(다음에 사용가능)줌  빵이 맛있다지만..진짜 너무 맛있음 크렌베리 들어간건 크렌베리부분때문에 살짝 단맛이 남 자극적이지 않고 담백한 빵 찾는분들 강력 추천!!!아침대용으로 너무 좋을것 같음!!!세상맛있음!!!!,(긍정 확률 : 0.95) 긍정
3324,더브레드블루 신촌본점,굿,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,집 주변이라 오가다 보면서 비건빵이라 맛이 없지 않을까 하는 생각으로 들어가길 망설였어요. 그러다 다이어트에 통밀빵이 좋다길래 검색해 보니 바로 여기서 판매하시더라구요. 오늘 가서 통밀빵 사왔는데 너무 담백하고 고소하고 식감도 좋았어요. 전 달짝지근하고 우유 맛 나는 빵을 좋아한다 생각하고 들어갈 생각조차 안했었는데 이제 완전 빵은 통밀 입맛으로 바뀌었어요. 그리고 아주 친절하세요. 자주 갈게요~,(긍정 확률 : 0.87) 긍정
3324,더브레드블루 신촌본점,비건빵들 다양하고 맛있어요 다음에 또 들리고 싶은 가게에요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,ㄱ,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,비건인으로서 너무 좋은 가게예요! 빵들도 다 맛있어요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,지나가다 우연히 들린매장인데 빵이 다양하고 담백하면서 맛있어서 재방문 하려고 합니다,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,별로..,(부정 확률 : 0.94) 부정
3324,더브레드블루 신촌본점,좋아요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,좋아요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,빵맛있고 친절하시고 최고,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,아기가 먹기에도 좋아요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,건강한 빵 맛!!,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,good,(긍정 확률 : 0.97) 긍정
3324,더브레드블루 신촌본점,조아요,(긍정 확률 : 0.97) 긍정
3324,더브레드블루 신촌본점,비건 메뉴가 다양해여,(긍정 확률 : 0.96) 긍정
3324,더브레드블루 신촌본점,편하게 가기 좋아요 스노우쿠키 맛있어요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,건강한맛이예요,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,사과빵 맛있어요~!!,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,비건 피자를 픽업해서 먹었는데 너무 맛있었어요 ㅠ다음에 먹고 싶을때 또 사서 먹으려고요!!,(긍정 확률 : 0.98) 긍정
3324,더브레드블루 신촌본점,비건 베이커리 굿,(긍정 확률 : 0.94) 긍정
3325,Chai797 Plus 현대신촌점,짜장면 맛있어요.,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,뷰가 좋아요. 맛도 괜찮은데 해물덮밥에 새우1개는 조금 너무 했다는...물가가 올라서 재료를 아끼시는건지..요리들은 다 맛은 있어요..,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,좋아요,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,굿,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,굿,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,굿,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,굿~^.^,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,좋아요,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,굿,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,"고기짬뽕 추천드려요~ 마늘 볶음밥은 좀 짜서 공깃밥 추가해서 섞어먹었어요ㅋ 그래도 깔끔하고 맛있었구요, 무엇보다 여긴 뷰가 시원하고 좋습니다~ 12층식당가 중에 연세대학교 뷰가 제일 예쁘게 보이는 곳이에요~ 코스요리도 다양해서 모임하기에도 좋을 것 같습니다~ (밀가루 가격이 올랐다는데 걱정이네요ㅠㅠ)",(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,좋아요,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,탕수육 짬뽕 맛있어요. 자장면도요. 매장이 넓어요.,(긍정 확률 : 0.98) 긍정
3325,Chai797 Plus 현대신촌점,좋아요,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,저렴한 가격에 맛있게 먹었습니다.,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,굿,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,맛있어요,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,마이뜸!,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,카레땡길때 와요ㅎㅎ맛있어요!,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,긋,(긍정 확률 : 0.96) 긍정
3326,거북이의주방,혼밥하기 제격이고 주문한지 2분 만에 나옴!!! ❤️ 일본식카레 땡기면 고고,(긍정 확률 : 0.96) 긍정
3326,거북이의주방,맛있어요,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,일본식 수제돈가스와 카레를 먹을수있는곳  양이많고 사장님이 친절하심,(긍정 확률 : 0.96) 긍정
3326,거북이의주방,ㅇㅇ,(긍정 확률 : 0.98) 긍정
3326,거북이의주방,맵기조절 가능하고 밥이랑 카레 더주시고 맛있어요.,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,아보카도 추가했는데 양이 그리 많지 않네요..,(긍정 확률 : 0.74) 긍정
3327,뜸들이다 신촌점,마스크를 안 쓰시고 음식 조리하세요...,(긍정 확률 : 0.89) 긍정
3327,뜸들이다 신촌점,오픈된 공간에서 대놓고 마스크도 안쓰고 조리하는데 어이없음.. 배달기사님들이 오히려 마스크 제일 잘 끼심,(부정 확률 : 0.95) 부정
3327,뜸들이다 신촌점,도란도란 + 아보카도 추가 맛있어요👍,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,제가 아보카도를 좋아해서 항상 도란도란만 먹습니다 굿굿,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,왜 여기 직원분들은 왜이리 다들 불친절하시나요.. 음식은 진짜 맛있는데 갈때마다 기분 상해서 앞으로는 포장만 할려고 합니다,(긍정 확률 : 0.54) 긍정
3327,뜸들이다 신촌점,엄청 빨리 나와요,(긍정 확률 : 0.94) 긍정
3327,뜸들이다 신촌점,맛잇엇어요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,굿,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,맛나요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,신촌에 뜸들이다가 있다니 반가웠습니다 역시 맛있었어요  근데 여자 직원분 좀 무섭더라구요..,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,맛있습니당!,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,굿,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,맛나요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,다 맛있어욤♡♡♡,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,"평범한 밥집으로 ㅇㄸㄱ3분카레보다 더 빨리 나옵니다. 시간이 없는분들께 추천해요! 삼겹살카레 7,400 / 소세지추가 2,500",(긍정 확률 : 0.97) 긍정
3327,뜸들이다 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,깔끔하고 담백하고 맛있어요~~ 사장님 엄청 상냥하구 친절하십니당~~~,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,혼밥하기 좋아요 양이 많지는 않아요 맛은 있어요,(긍정 확률 : 0.98) 긍정
3327,뜸들이다 신촌점,도시락 용기가 넘 예뻐요. 솥뚜껑모양 ㅋㅋ,(긍정 확률 : 0.95) 긍정
3327,뜸들이다 신촌점,좋아요.,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,고기 맛있습니다 반찬이 간결해 약간 아쉽네요 시끄러운 분위기라 조용히 대화 나눌 분위기는 아닙니다,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,저렴한데 맛도 좋아요.양념도 맛있지만 전 생갈비.생안창살 추천이요.,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,양념갈비살 맛있게 먹었어요  소스가 맛있더라구요,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,...,(긍정 확률 : 0.96) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,ㅎㅎㅎ 정말 최악^^ 뭐가 그리 기분이 안 좋으신지... 대답도 없으시고 시키면 짜증내시고 11시 종료인데 10시반에 나가라고 온갖 짜증을^^ 정말... 7년 단골이었는데 이제 안 갑니다.,(부정 확률 : 0.63) 부정
3330,철길왕갈비살,오랜만에 갔는데 고기상태도 그렇고 맛도 예전같진 않네요;;,(부정 확률 : 0.60) 부정
3330,철길왕갈비살,친절해요,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,친절해요,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,생갈비가 맛있어요👍🏻,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,양념소갈비살 맛있어요,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,양이 너무 적어요,(긍정 확률 : 0.59) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,맛은 있는데 너무 불친절해서 기분이 안좋음 특정 서버분은 부를때나 뭘 물어볼때 단 한번도 대답이나 목소리를 내지않고 손으로만 가르키거나 대답없이 그냥 가버리거나 해서 말을 못하시는 분인가 싶을 정도였음. 오랜만에 가서 잘 먹긴 했는데 기분은 흠 ㅠ 실망.. 된장찌개는 여전히 맛있음!,(부정 확률 : 0.84) 부정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,"저녁에 계신분들은 친절하셨는데  어제 낮에 갔을때는 너무 불친절하셨어요. 손님이들어가도 인사도안하고,주문해도 대답도 안하고 맛난밥먹으로 갔다가 기분이 별로 안좋았네요.",(부정 확률 : 0.82) 부정
3330,철길왕갈비살,된장찌개 핵맛 👍 👍 👍,(긍정 확률 : 0.97) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,지인과 한강공원에서 휴일을 보내고 다함께 저녁 식사와 술 한 잔 하러 너무 오랜만에 옛추억에 즐겁게 먹었습니다. 마포에 YG가 있어 블핑의 리사 방문싸인도 있네요.^^ 잘 먹었습니다.,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,좀 비싸요,(긍정 확률 : 0.97) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,맛집!!!,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,음…,(부정 확률 : 0.93) 부정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,맛있어요,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,여기 완전 맛있어요! 음식도 빨리 나오고 친절합니다,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,된찌 최고,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,항상 맛있어요,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,굿,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,홍대 맛집,(긍정 확률 : 0.98) 긍정
3330,철길왕갈비살,맛있고 좋아요,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,블랙계통의 인테리어에 주황 무드등이 분위기를 더해서 차분한 느낌을 줘서 정말 좋았어요! 조용히 이야기 나누거나 잠시 머무르기 딱! 테린느 처음 먹어보는데 정말 맛있더라구요~ 시그니쳐 메뉴인 루나틱크림라떼도 짱짱!,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,"경의선 책거리가 보이는 뷰가 정말 예뻐요~ 여유를 즐기기 좋은 카페였습니다!🏞🏞 아인슈페너, 시그니처 커피랑 케이크 먹었는데 시그니처 커피는 아인슈페너처럼 마시는 커피였고 크림이 달달해서 단거 좋아하시는분들께 추천할만한 커피였습니다!!",(긍정 확률 : 0.98) 긍정
3331,루나틱커피,파릇한 경의선 숲길이 보이는 뷰 좋은 카페  근처 살았으면 단골 됐을 거 같아요 ㅎ ㅎ  시그니처 커피 완전 강추 해요 꼬숩네요 🫶🏻,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,벨벳오렌지 샤벳에이드 맛있음. 친절해서 기분 좋았음.,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,"서비스며, 맛이며 다 좋았습니다!! 경의선숲길을 바라보면서 커피 마실 수 있어요~ 자주 가고싶은 카페입니당",(긍정 확률 : 0.98) 긍정
3331,루나틱커피,여러분 여기 뷰 대박이에요..! 경의선숲길 바로앞이라 봄에와도 예쁘지만 여름에는 초록초록 청량한 뷰입니다🌿 루나틱크림라떼는 아몬드크림이 쫀쫀하고 고소달달합니당 쇼콜라타르트케이크도 꾸덕하니 아아랑 조합최고!! 사장님도 친절하시고 메뉴 하나하나 정성을 담는게 보였습니다ㅎㅎ 가을에 단풍피면 다시오고 싶은 곳이예요b,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,좋아요,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,탁 트인 뷰에 맛있는 디저트&커피로 잠시 쉬었다 가기 정말 좋네요!!ㅎㅎ 창밖보며 조용히 수다떨다가기 딱 좋은 카페같아요! 벚꽃피면 또 와야겠어요!!~,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,뷰 맛집 자리 많이 없음 햇빛 장난아니라 선크림필수 뷰는 진짜진짜 좋음 더 더우면 못올듯 아인슈패너 크림 존맛탱,(긍정 확률 : 0.93) 긍정
3331,루나틱커피,크림커피 쫀맛!! 뷰가 좋아룡,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,ㄱ,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,존맛,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,다음엔 꼭 아인슈페너 먹을테다,(긍정 확률 : 0.96) 긍정
3331,루나틱커피,"위치, 분위기도 좋고 커피도 맛있어요:) !!",(긍정 확률 : 0.98) 긍정
3331,루나틱커피,사장님 맛있고 다 좋은데 알바 쓰세요....ㅠㅠ 넘 오래걸려요,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,좋아요,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,좋아요^^,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,커피가맛있구 뷰가넘좋아요~🌿,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,사장님도 친절하시고 케이크도 너무 맛있었어요! 테린느 먹고싶었는데 못 먹은게 아쉽네요ㅠㅠ 담에 또 가고 싶은 곳이에요😘😘,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,사장님이 너무 친절하시고  가게 내부도 청결하고 감각있는 인테리어때문에 사진도 잘 나와옵니다!!  노래도 너무 좋고 뷰도 좋고  무엇보다 커피와 음료 디저트 모두  제 스탈입니다.  가격과 상관없이 너무 고급스러운 맛들이에요. ❣️  혼자 오기에도 좋을 곳인 것 같습니다 근처에 살아서 아마 자주 갈 것 같네요  (강아지데리고 가도 강아지가 편안한지 안짖고 조용히 있을만큼 가게 내부가 왠지모르게 편안해요),(긍정 확률 : 0.98) 긍정
3331,루나틱커피,"11시 오픈이라길래 요즘같은 벚꽃시즌에는 사람이 많을 것 같아 일부러 일찍 가서 줄서서 기다렸습니다. 근데 정작 사장?님이 11시 20분에 오셨고 그이후로도 대기하던 인원들은 밖에서 20분을 더 기다렸습니다. 40분이 넘어서야 들어갔네요. 사정 설명도, 사과 말도 일절 없었고요. 2-30분 더 기다려야 한다는 것도 기다리던 여성 분이 카페에 직접 들어가서(저희 다 문밖에서 기다렸습니다)여쭤보고서야 들은 내용입니다. 백번 양보해서 늦을 순 있다 쳐도 대처가 너무 최악이었습니다. 사장님 기다리는데 20분, 오픈준비 기다리는데 20분, 커피 나오는거 기다리기 20분 한시간 호록..기분좋게 토요일 아침 일찍 일어나서 커피마시러 왔다가 기분 잔뜩 상하고 갑니다. 기다린게 아까워 들어오긴 했지만 다시는 올일 없을듯해요",(긍정 확률 : 0.90) 긍정
3331,루나틱커피,지금 가기 딱 좋아요!!! 꽃구경 하기 너무 최적의 장소입니다. 뷰는 물론이고 커피맛 디저트맛도 아주 좋아요. 케이크도 딸기티라미수케이크 처음먹어봤는데 달달하니 맛잇네요. 시그니처커피도 넘넘 맛잇구요. 뷰도 좋고 커피맛도 넘 좋아서 다음에 벚꽃지게 전에 또 가야겠어요.,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,루나틱커피랑 딸기티라미수 맛있습니다!  사장님 친절하시고 매장 인테리어 및 뷰가 너무너무 예뻐용,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,꽃이 잘 보여용,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,벚꽃맛집! 사진도 잘나오고 사장님이 친절💜,(긍정 확률 : 0.98) 긍정
3331,루나틱커피,음료랑 디저트가 너무 맛있었던 곳이예요^^ 크림라떼 너무 부드럽고 달콤하고 초코 테린느…크림이랑 같이 먹으면👍👍 경의선책거리에 위치해 있어서 예쁜 풍경감상하면서 차 마시기 좋았어요~,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,ㅇ,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,여기 국물 깔끔 깨끗 짱,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,혼자 혹은 둘이서 먹기 좋은 맛있는 쌀국수집. 하지만 조금만 목소리가 높아져도 조용히 해달라고 하는통에 세명 이상 와서 이야기하기는 불가합니다. 한사람 걸러 이야기 하려고 해도 언성이 높아 다른분들 식사에 불편해 질 수 있기 때문에 이 맛있는 쌀국수를 여럿이서 먹기엔 배달해서 드시는게 좋을것 같습니다. 활달하신 분들은 오지 마세요.,(긍정 확률 : 0.89) 긍정
3332,미분당 홍대점,인생 최애 쌀국수로 등극했어요! 정말 영양 만점 쌀국수예요😍 :),(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,조용하게 먹기 좋아요ㅎㅎ,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,"깔끔, 담백 맛있어요",(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,굿,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,"아이들과 가서 아들 3그릇, 저 2그릇 흡입하고 왔습니다. 리필 주실때도 친절하게 천천히 드시라는데 감동ㅜㅜ 미분당 늘 맛있고 친절하십니다~",(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,너무너무.맛있어요^^ 사장님도 친절하시고요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,"쌀국수 맛있어요,,,국물도 깔끔하니 면 리필도되고 좋아요~~",(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,양이 많아서 배가 엄청 부릅니다. 혼밥하기 딱 좋은 곳이에요 직원들 너무 친철하고 강추입니다,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,쌀국수 맛집이에요~!!,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,진자 존맛,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,회사 근처에서 제일 맛있는 쌀국수집이에요. 대화하기는 불편하지만 양도 많고 맛있어요. 많은 인원보다는 무조건 혼밥을 추천해요!,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,적게는1주일에1번 많이올땐4번도 가는 맛집입니닿ㅎ,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,미분당은 사랑이죠..🤍,(긍정 확률 : 0.90) 긍정
3332,미분당 홍대점,"맛있고 저렴하고 양도 많은 쌀국수집이에요!   양지쌀국수 시켰는데 잘게 찢어져 있어요. 국물도 진하면서 담백하고 숙주랑 파, 양지 다 많고 재료 아끼는 곳이 아니라 넘 맛있고 좋았어요🫶🏻  기본 찬으로 양파절임, 단무지가 있구요.  소스들은 윗쪽 선반에 이써용. 핫소스/칠리/해선장 개취대로 드세욤.  고수는 달라고 말씀해야 해요. 사리 더 드시고 싶으면 말씀하면 줍니당! 근데 기본도 양 엄청 많아요  여기는 바 형태로 ㄷ자형으로 되어있구요. 시끄럽게 떠들거나 큰 목소리로 대화가 불가해서 살짝 힘들었어요🥲 조용히 혼밥하시는 분들은 엄청 좋으실 것 같아요!  📍밖 키오스크에서 결제 후 입장 📍쌀국수 사리추가 무료임니당 📍주차장업슴(유료주차장 이용 시 짜조 서비스)",(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,조용하고 바형 테이블이라 혼밥하기도 좋을거 같아요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,양지 양지 추천,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,항상 맛있어요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,맛있고 친절해요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,😋,(긍정 확률 : 0.97) 긍정
3332,미분당 홍대점,맛있어요 쌀국수는 역시 미분당 친절하시고 배려해주시는 마음 너무 감사했습니다,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,맛있어요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,맛있어요 쌀국수 원픽이에요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,친절하고 맛있네요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,맛있어요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,제가 먹었을땐 혼자하고 계셨는데 바쁘셔서 그런지 사탕은 그냥 상황에 따라 다른듯해요 그래도 배부르게 잘먹었습니다~~,(긍정 확률 : 0.97) 긍정
3332,미분당 홍대점,굿,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,굿,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,깔끔하고 맛있어요 ㅎ,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,무슨말이 필요할까요 굿굿^^,(긍정 확률 : 0.95) 긍정
3332,미분당 홍대점,맛있어요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,홍대점은 처음 오는데 여기는 식사 후에 사탕을 주시네요!,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,짱,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,좋아요,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,쌀국수 짱^^,(긍정 확률 : 0.98) 긍정
3332,미분당 홍대점,존맛탱,(긍정 확률 : 0.98) 긍정
