상가업소번호,가게명,리뷰,evaluation
MA010120220814279612,기꾸스시,신촌 최고의 스시,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,신촌 최고의 스시,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,"기꾸스시 점심특선, 연어초밥. 맛있어요.",(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,"기꾸스시 점심특선, 연어초밥. 맛있어요.",(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,정말 정말 맛있어요.. 그리고 무엇보다 다들 너무 친절하세요!!,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,정말 정말 맛있어요.. 그리고 무엇보다 다들 너무 친절하세요!!,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,웨이팅 길다는 리뷰를 많이 봤는데 점심시간 지나서 가니까 다행히 바로 앉을수있었어요! 초밥은 역시 맛있었습니다!,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,웨이팅 길다는 리뷰를 많이 봤는데 점심시간 지나서 가니까 다행히 바로 앉을수있었어요! 초밥은 역시 맛있었습니다!,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,연어 반반 주문 했는데 정말 빨리 나왔어요 ㅎㅎ 장국이랑 우동도 같이 주셔서 맛있게 먹었습니다 점심시간 지나서 갔는데도 사람이 계속 들어오더라구요 홀이 큰 편은 아닌데 유명해서인지 웨이팅 있습니다!,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,연어 반반 주문 했는데 정말 빨리 나왔어요 ㅎㅎ 장국이랑 우동도 같이 주셔서 맛있게 먹었습니다 점심시간 지나서 갔는데도 사람이 계속 들어오더라구요 홀이 큰 편은 아닌데 유명해서인지 웨이팅 있습니다!,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,더 맛있어졌네요! 일찍가서 줄 선 보람 있었습니다!!!,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,더 맛있어졌네요! 일찍가서 줄 선 보람 있었습니다!!!,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,가성비 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,가성비 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,맛잇어용,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,맛잇어용,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,"초밥이 먹고 싶을때 꼭 가는 곳! 연어 먹을까 모둠 먹을까 고민하다가 모둠을 먹었는데, 다음에는 연어 먹어야지",(긍정 확률 : 0.97) 긍정
MA010120220800601627,기꾸스시,"초밥이 먹고 싶을때 꼭 가는 곳! 연어 먹을까 모둠 먹을까 고민하다가 모둠을 먹었는데, 다음에는 연어 먹어야지",(긍정 확률 : 0.97) 긍정
MA010120220814279612,기꾸스시,신촌에서 초밥 먹고싶을 땐 항상 기꾸스시가요 생선살도 두툼하고 맛잇어요🍣😋,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,신촌에서 초밥 먹고싶을 땐 항상 기꾸스시가요 생선살도 두툼하고 맛잇어요🍣😋,(긍정 확률 : 0.98) 긍정
MA010120220814279612,기꾸스시,초밥이 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800601627,기꾸스시,초밥이 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,돈코츠 국물 찐하고 맛있어요!! 숙주 파 추가 무료 면 공깃밥 무제한 너무 좋아요!!,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,한정메뉴 존맛 주방직원 키 작은 남자 분 거의 자기 집처럼 일하시더라구요^^ 밥먹고 있는 테이블에 휴디뽑아다 쓰질 않나 ㅎㅎㅎ,(긍정 확률 : 0.96) 긍정
MA010120220800625120,부탄츄 신촌점,굳,(긍정 확률 : 0.95) 긍정
MA010120220800625120,부탄츄 신촌점,신촌에서 라멘 먹을땐 매번 이곳으로 옵니다. 돈코츠라멘 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,실내 환기도 안되고 쪄들은 냄새가 너무나네요. 음식도 너무 먹기 힘들 정도 였습니다.,(부정 확률 : 0.95) 부정
MA010120220800625120,부탄츄 신촌점,굿굿,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,양도많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,맛있고 양많고 좋아요! 자극적인 맛이라 자주먹기는 좀 힘듭니다 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,준수한 돈코츠,(긍정 확률 : 0.95) 긍정
MA010120220800625120,부탄츄 신촌점,육수가 진해서 좋아요 근데 식당에서 밥을 먹는건지 클럽에서 밥을 먹는건지 모를 정도로 음악소리가 진짜 너어어어어어무 커서 힘들었어요,(긍정 확률 : 0.95) 긍정
MA010120220800625120,부탄츄 신촌점,음악소리가 너무커옹,(부정 확률 : 0.95) 부정
MA010120220800625120,부탄츄 신촌점,대기가 있었던 인기 맛집   회전률이 좋아서 오래 기다리진 않았어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,"라면 맛난건 기본이고, 교자 기대 1도 안핶는데 맛있네요~!",(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,개강때라서 신입생처럼 보이는분들이 많아서 부럽....같이있으니까 같이 대학생된거같은 느낌되서 좋았어유 맛은 역시 맛있어용,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,토핑선택가능하고 양도많고 맛도좋고 직원들도 친절하게 응대해주시네요 웨이팅이 있지만 기다려 먹을 가치가 있어요!,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,오랜만에 왔는데 맛있엉ㅅ,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,진짜 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,맛있어요 면도 추가되는지 몰랐네요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,라멘 너무 맛있어요! 파 마늘 다 많이 하니까 국물이 모자랐어요!!,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,냠냠 🤤 여긴 김치도 맛있어요..항상 대기는 필수!,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,매장 청결유지 부탁드립니다..,(긍정 확률 : 0.66) 긍정
MA010120220800625120,부탄츄 신촌점,맛있는 편이긴한데 웨이팅 할 정도는 아닌 것 같아요. 고기에서 냄새가 좀 … 입맛은 개인차이!,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,"부탄츄 신촌점 토코 돈코츠 라멘 단품 8,500원 치지라멘, 소스의 양 보통, 마늘 보통, 숙주 많이, 파 많이",(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,오랜만에 신촌 부탄츄 먹었는데 맛있었다. ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,맛있고 양도 많고 가격도 좋아요~!,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,괜춘,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,굳 맛있습니다,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,라멘도 맛있었고 면추가도 무료라 좋았습니다  근데 면추가는 되는데 육수추가가 안되는게 이해가 안되네요..,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,면 리필했더니 배불러용.. 무조건 마늘 많이!,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,💗💗,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,부탄츄는 신촌점이 제일 맛있는거같아용ㅎㅎ 자주 들러서 먹는곳일 정도로 맛있어요!! 어차피 못먹겠으나... 면은 무제한에서 10번까지 추가 가능으로 바뀌어있더라구요! 마늘은 꼭 많이 선택하시는걸 추천드립니다! 면추가 한번만해도 사진에서처럼 마치 새 한그릇이 되어버리니 주의하시길❗️혼밥으로 드실분들도 따로 자리가 마련되어있어서 부담스럽지않고 좋은거같아용ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,음 일단 맛은 그냥 쏘쏘 그리고 가라아케랑 난방은 분명 다른 메뉴로 나와있는데 굳이 둘다 시켜먹을 필요없을 것 같아요 다를게 없음.. 그리고 분명 지난번엔 안그랬던 것 같은데 무슨 옛날 싸구려 클럽감성 이디엠이 나와서 먹기 전부터 귀 막았는데 먹으면서 진짜 체하는줄..그냥 끄는게 날 것 같아요 진짜 거슬리고 그냥 별로에요  그리고 먹다 머리카락나왔는데 나갈 때 일한지 얼마 안된 것 같은 알바생분께 말했더니 듣고선 쳐다도 안보고 사과조차 안하네요..? 기본은 하시기 바랍니다..ㅎ 근처 살아서 주변 라멘집 주기적으로 다 돌아다니는데 여기는 이제 안가려구요,(긍정 확률 : 0.88) 긍정
MA010120220800625120,부탄츄 신촌점,돈코츠라멘 볶음밥도 잘해요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,"진한 국물이 매력적인 돈코츠 맛집입니다. 면이나 스프의 농도, 토핑도 취향에 따라 고를 수 있고 볶음밥이나 가라아게 등과 세트 구성도 가능해서 비교적 저렴한 가격으로 배부르게 먹을 수 있어서 좋네요.",(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,잘먹었습니다,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,"라멘은 토핑 많이 하면 국물이 너무 적어지니 참고하세요. 가라아게는 생각보다 훨씬 바삭하고 뜨거워서 정말 맛있었습니다. 맛은 괜찮았지만 매장 제일 안쪽 자리 천장이 뚫린 건가 싶을 정도로 찬 바람이 머리 위로 들어와서 너무 추웠고, 테이블 테두리가 심하게 벗겨져서 걸리적거려서 불편했어요.",(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,"지난 엄청추운겨울날 방문. 대기 약 한시간. 대기명단 순서가 바뀜. 해당사항 직원에게 이야기하였으나 바로 자리가 난다하여 기다림. 다시 20븐이상 대기.명단내용 직원에게 이야기하였으나 직원의 대처가 매우 아쉬움. 실수가 일어난건 어쩔수없지만 그냥 죄송하다는 사과의말을 듣고싶었음. 그러나 다른손님들이 먼저 앉아버려서, 내가 이야기를 빨리 안해서 라는 이유를 들어가며 그저 본인의 억울함을 표현. 심지어 그 손님한테까지 가서 이야기하고. 바로 앞에 바테이블 손님이 있는데도 동료 직원에게 나를 가리키며 이야기함.  날이 추워 숙주가 얼었던것같음.  국물과 엉켜 죽이됨. 걸쭉한 육수 좋아할사람은 좋아할듯.  제 입맛에는 불호. 음식은 취향이기때문에 괜찮으나 위생과 직원대처때문에 재방문의사 없음.",(긍정 확률 : 0.52) 긍정
MA010120220800625120,부탄츄 신촌점,라멘 맛있고 양도 꽤 많고 가성비 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,진짜 맛집 분위기네용 잘 먹었습니다!!,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,신촌 라멘집에서 인기많은 라멘 맛집 방문해서 좋아요 점심시간에 대기자들이 있을만큼 인기 많고 맛있는 집입니다 모든 직원분들이 친절해서 더 좋았어요 라멘 국물도 맛있고 깔끔합니다 전 토코시오 톤코츠 라멘 먹었는데 라멘에 들어간 고기도 부드럽고 면발도 부드럽고 맛있습니다 친구랑 오기도 좋고 연인끼리 오기도 좋은 부탄츄 라멘집입니다,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,돈코츠 최고~~,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,양도 생각보다 많고 면추가도 가능한것같고 국물진한편인걸로 시켰는데 진짜 진해서 맛있었어요! 😚 좀 먹다보면 느끼하긴한데 김치있어서 괜찮았어요!🤔 그 돼지육수 젤 진한거 말고 소유로 시키면 그... 무난한맛! 하지만 전 돼지육수 그 찐~한거 만족👍 맛집입니다요🤗,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,"진한 돈코츠라멘 조아해서 갔는데 내 입맛은 아니었고 직원 서비스가 영.. 문 바로 앞자리라 1분마다 문 들락날락 넘 추워서 자리 옮겨달라고 하니 시른 티 너무 역력했고, 자리 옮길 때도 하나도 안 옮겨주고 셀프로 옮기게 해서 당황스러웠음",(긍정 확률 : 0.83) 긍정
MA010120220800625120,부탄츄 신촌점,언제나 맛있는 부탄츄! 다좋았는데 매장에 음악소리가 너무 시끄러웠어요 페스티벌에 나올만한 edm을 트셨는데 기다리는 매장밖에서도 잘들리더만 매장안으로들어오니까 귀찢어지는줄 소리좀 줄여달라고했는데 그것도 미미하게 줄여주셔서 또 얘기하기 귀찮고 번거로워서 말씀안드리고 시끄러운 상태에서 밥먹었어요 밥먹기에 좋은 분위기는 아니였네요,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,👍,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,"사람들 웨이팅이 많아 보여들어갔음. 2명이서 갔는데 1명꺼만 먼저나와 식사를 같이 시작하기 위해 기다렸는데, 아무리기다려도 안나오고, 뒤에있던 팀들이 다 들어올때까지 안나옴. 그리바쁜건아닌거같은데 부산스럽길래 기다렸는데 점점 아니다싶어 얘기하니 주문이 안들어간듯함. 여기까지는 그럴수있는데 상황을 설명하고 사과해야하는거아닌가? 먼저식사나온 친구는 천천히 몇입하긴했지만 너구리면을 넘어 생생우동이되있었음 홀서버들이 왔다갔다하는데 웨이팅은 다없어지고 뒤에있던팀들은 다나감ㅋㅋㅋ식사도 다시들어갔지만 다른팀들것부터한거같은데, 식당에서 일해본경험없이 바로 창업한건가하는 생각이듬. 계산할때도 사과는없고 조치도없고 그냥 무표정으로 귀찮다는건지 일본인코스프레인지 친구가 자꾸안말려주면 테이블내리치고 싸웠을듯. 멋진곳임.",(부정 확률 : 0.62) 부정
MA010120220800625120,부탄츄 신촌점,정식 라멘은 처음 먹어봤는데.. 제 입맛에 라멘이 안 맞는건지ㅜㅜ 그래도 맛 자체는 괜찮았습니다 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,가격 저렴하고 좋아요. 웨이팅이 좀 있긴 합니다. 그리고 웨이팅 시스템이 수기라 그런지 순서같은게 좀 제대로 안불릴 때가 있네요.,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800625120,부탄츄 신촌점,나이스입니다,(긍정 확률 : 0.97) 긍정
MA010120220800625120,부탄츄 신촌점,"그리 양이 많지 않다면, 옵션은 보통이 가장 낫다.  먹어본 바, 베스트 조합은 토코시오 돈카츠라멘에 면은 치지레멘으로 하고 토핑은 다 보통으로 하는게 젤 나아보인다.  숙주 추가했더니 숙주가 너무 많아서 먹기 힘들었다 치킨은 별로.",(긍정 확률 : 0.96) 긍정
MA010120220800639902,카페파파,의자가 푹신해요,(부정 확률 : 0.90) 부정
MA010120220800639902,카페파파,의자는 바꿔야할지도.. 너무 오래되서 푹푹 꺼져요.,(부정 확률 : 0.95) 부정
MA010120220800639902,카페파파,가격대도 착하고 여러층이 있어서 원하는 좌석에 편하게 앉기 좋아요. 이야기하기도 좋고 공부하기도 좋은 카페에요!!,(긍정 확률 : 0.98) 긍정
MA010120220800639902,카페파파,지하 공간에서 노트북하기 좋아요! 테이블이 커서 팀플하러도 종종 갔던 곳입니당~~~,(긍정 확률 : 0.98) 긍정
MA010120220800639902,카페파파,케이크 맛은 그냥..,(부정 확률 : 0.95) 부정
MA010120220800639902,카페파파,굿,(긍정 확률 : 0.98) 긍정
MA010120220800639902,카페파파,3개 층 이용 가능하고 대화 나누기 편안한 곳입니다,(긍정 확률 : 0.98) 긍정
MA010120220800639902,카페파파,2층이 아늑하고 얘기하기 좋아요👍👍,(긍정 확률 : 0.98) 긍정
MA010120220800639902,카페파파,굳,(긍정 확률 : 0.95) 긍정
MA010120220800639902,카페파파,조용히 대화하기 좋았어요!,(긍정 확률 : 0.98) 긍정
MA010120220800639902,카페파파,쾌적해요,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,맛있어요!!!!,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,너무 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,맛잇어요,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,스끼다시가 안많아서 오히려 좋았어요! 대게 먹을 가격으로 조개찜에 참치회까지 먹을 수 있어서 너무 만족스러웠습니다. 진짜 맛있었어요 무엇보다 대게 살이 진짜 꽉차서 최고였어요!!,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,벼르다가 방문해본 죽해수산 잘갔네요~  동행한 지인도 만족해서 즐거운 저녁시간이었어요^^,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,좋아요~ 대게가 맛있고 다양한 해산물을 맛볼 수 있어요^^,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,"여긴 분명 신촌인데, 왜 주문진이지? 싶은 곳.  주문진에서 먹는 것보다 오히려 좋았어요.  정식으로 먹으니 가리비, 참치, 랍스터회로 시작하고 대게는 한 마리가 이렇게 양이 많다니요! 감동! 내장 볶음밥은 정말 예술이고, 타이밍 맞춰 나오는 라면은 정말 화룡정점..🥹 사장님도 정말 친절하셔요. 예약 전화 드릴 때부터 나올 때까지 덕분에 감사히 맛있게 먹었습니다👍🏻",(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,잘 먹었습니다 ~~,(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,"금요일 오후 5시로 예약하고 갔더니 저희 테이블만 조용히 식사할 수 있었어요. 1. 튀김, 밑반찬 2. 참치회, 랍스타회 3. 조개찜 4. 대게 5. 볶음밥 6. 라면 순서로 나왔어요. 대게는 달달하니 맛있었고 수율이 85% 이상되는 것 같아요. 소식하는 편이라 둘이서 볶음밥 반밖에 못 먹었어요.",(긍정 확률 : 0.98) 긍정
MA010120220800576684,죽해수산,주차팁: 현대백화점에 하고 가세요 바로 앞입니다.주말엔 유플렉스 주차 좋아요 (현대백 주차권 사용가능) 맛좋고 양좋고 수율 좋고 가성비 좋고 친절은 엑설런트~,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,굳,(긍정 확률 : 0.95) 긍정
MA010120220811657813,인타코타코야끼&캔카페,굳,(긍정 확률 : 0.95) 긍정
MA010120220811657813,인타코타코야끼&캔카페,직원분들이 친절하시고 타코야끼는 맛있어요😋,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,알바생이 맛있고 타꼬야끼가 친절해요!,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,포장해욌는데 맛었어요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,가까이 사는 사람들이 먹어야좋을듯 식으니까 그저 그랬음 소스 많이 뿌려줘서 그건 좋았음,(긍정 확률 : 0.91) 긍정
MA010120220811657813,인타코타코야끼&캔카페,Good,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,음료가 캔으로 나와서 재밌어요. 가격도 저렴하구요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,👍🏻,(긍정 확률 : 0.97) 긍정
MA010120220811657813,인타코타코야끼&캔카페,타코야끼가 너무 흐물흐물하며 양념에 쩔어 잘 부숴지는 .. 먹기가 좀 힘듭니다. 조금 더 익혀주세요 ㅠㅠ,(긍정 확률 : 0.90) 긍정
MA010120220811657813,인타코타코야끼&캔카페,굿,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,굿.,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,쪼아욤,(긍정 확률 : 0.97) 긍정
MA010120220811657813,인타코타코야끼&캔카페,굿,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,타코야끼를 먹을 곳이 생긴 것에는 감사하지만... 이미 타코야끼 마스터인 저로서는 다시는 안 갈 집이긴 합니다.ㅠ,(긍정 확률 : 0.94) 긍정
MA010120220811657813,인타코타코야끼&캔카페,와사마요 짱 문어도 커요.!!! 다음에 또 오겠어요 매장안에 조그맣게 먹을공간도 있어요🫶,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,여기저기 타코야키를 많이 먹었지만 인타코의 타코야키 진짜 맛있어요! 문어가 완전 크고 탱글탱글😋 가쓰오부시도 하나도 안비리고 짭쪼롬하니 맛있습니당 언능 가보세요!!,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,매운맛 타코 추천드립니더 맨날 갈 때마다 먹는 타코에요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,오리지널2인세트에 불닭볶음면 마시써요:),(긍정 확률 : 0.95) 긍정
MA010120220811657813,인타코타코야끼&캔카페,이렇게 다양한 맛 타코는 처음..!,(긍정 확률 : 0.96) 긍정
MA010120220811657813,인타코타코야끼&캔카페,.,(긍정 확률 : 0.96) 긍정
MA010120220811657813,인타코타코야끼&캔카페,대부분 타코야끼집이 간이형식으로 되 있는집이 많은데 매장이라서 카드 결재도되고 매장이 열지 어떨지 걱정안해도 되서 좋았어요.,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,오리지널 4 + 커리 4알 먹었습니다. 문어가 아낌없이 들어가료 소스도 아낌없이..! 커리는 제 취향은 아니네요ㅠ 역시 오리지널이 최고👍,(긍정 확률 : 0.97) 긍정
MA010120220811657813,인타코타코야끼&캔카페,맛있어요! 소스도 맛있고 알차요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,오리지날 타코야끼 8알. 간단하게 허기 달래기 딱 좋아요!,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,맛있는 군것질 거리 입니다.,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,정말 맛있습니다! 최공,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,제가 가본 타코야끼집 중에 소스를 가장 많이 주는 곳이었습니다 ㅎㅎ 따로 소스 많이 달라고 안해도 충분히 넘칠만큼(?) 많이 주시더라구요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,타코야끼의 상자는 작지만 무게는 묵직하니 문어도 많이 들어있고 맛있습니다. 소스를 아끼지않고 뿌려주십니다.,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,맛있게 이용 잘했습니다,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,"세브란스 들렸다가 포장했는데 시간이 지났음에도 넘 맛있네요!!  문어도 큼직 쫄깃하고 소스도 낭낭하니 신촌에서 타코야끼 먹고플땐 꼭 들려야겠어요. 오리지널, 갈릭 주문했는데 다음엔 치즈도 먹어봐야겠어요. 없어지지 말고 오래 장사해주세요^^",(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,다양한 소스 선택 할 수 있어서 좋아요~~,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,문어발식 많이 들어 있어요 와타시 들어간 것도 특별한 맛이네요,(긍정 확률 : 0.97) 긍정
MA010120220811657813,인타코타코야끼&캔카페,길가다 우연히 봐서 먹었어용 오리지널로 8알 먹었는데 넘 맛나네요!! 🥰🥰🥰,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,않이? 이번주에 후코콰가서 먹은 긴타코보다 문어가 더 크고 맛있다니? 진짜 신촌의 의외의 타코야끼 맛집 ㅠㅠ💙💙🎁💛 엉엉 울어요.. 명란마요 도른맛…. 이다…🫶🏻,(긍정 확률 : 0.97) 긍정
MA010120220811657813,인타코타코야끼&캔카페,맛잇고 친절,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,"진짜 너무 맛있어요.. 동생이 가스오부시를 안먹어서 반만 뿌려달라 요청드렸는데 정성스럽기 해주셨고, 문어도 많고 소스가 진짜 맛있어요",(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,매운맛은 약간 매콤한 정도라 적당하고 치즈맛은 모짜렐라를 기대했지만 노란 체다치즈였는데 그래도 맛있습니다.^^,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,포장해서 집에서 먹기좋아요,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,안에는 큰 문어조각이 위에는 소스와 가쓰오부시가 듬뿍 올려져 맛있습니다.,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,항상 소스도 많이 주시고 무엇보다 종류별로 다 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220811657813,인타코타코야끼&캔카페,굳,(긍정 확률 : 0.95) 긍정
MA010120220812685290,팔공티 신촌점,구웃🥤,(긍정 확률 : 0.94) 긍정
MA010120220812685290,팔공티 신촌점,구웃🥤,(긍정 확률 : 0.94) 긍정
MA010120220812685290,팔공티 신촌점,Good,(긍정 확률 : 0.98) 긍정
MA010120220812685290,팔공티 신촌점,구웃🥤,(긍정 확률 : 0.94) 긍정
MA010120220812685290,팔공티 신촌점,구웃🥤,(긍정 확률 : 0.94) 긍정
MA010120220812685290,팔공티 신촌점,구웃🥤,(긍정 확률 : 0.94) 긍정
MA010120220812685290,팔공티 신촌점,구웃🥤,(긍정 확률 : 0.94) 긍정
MA010120220812685290,팔공티 신촌점,맛있고 여유로운 티타임,(긍정 확률 : 0.98) 긍정
MA010120220812685290,팔공티 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812685290,팔공티 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220812685290,팔공티 신촌점,프랜차이즈요요요요,(긍정 확률 : 0.98) 긍정
