상가업소번호,가게명,리뷰,evaluation,sentiment,persent
1115,블루보틀 삼청 카페,블루보틀 친절하고 커피도 너무 맛있어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,삼청동 갈때마다 들리는 곳이에요. 평일에 가면 사람도 많지 않고 좋아요. 개인적으로 카푸치노와 지브랄타를 좋아합니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,자주 가게 돼요. 라떼도 맛나지만 드립커피가 역시!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,근처 산책하기도 너무 좋아서 잠깐 들러 한잔 하기 좋은 것 같아요. 커피 너무 맛있습니다!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,커피가 부드럽고 넘김이 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,지방에 없는곳이라 일부러찾아갔지만 맛으평범하네요,(긍정 확률 : 0.95) 긍정,긍정,0.95
1115,블루보틀 삼청 카페,good,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,날씨도 포근하고 커피도 맛있고 뷰도 좋고 완전 가을가을 날씨 였네요ㅎ 다음에는 한옥으로 된 카페도  가보고 싶어요🍁🍂,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,평일이라 사람이 많지 않아서 들려봤어요! 2층 뷰가 동네 특징이 잘 보여서 좋았고 직원분들도 친절했어요! 그리고 레몬티가 생각보다 달지 않아서 더 좋았습니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,2층에 계신 커피바 직원분들 굉장히 친절하시네요! 삼청동만의 분위기도 좋고 커피도 맛있습니다. 평일이라 붐비지않아서 좋았어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,친절해요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,조아용,(긍정 확률 : 0.90) 긍정,긍정,0.90
1115,블루보틀 삼청 카페,미국브랜드를 한옥속에서 체험하는ㅎㅎ 그야말로 문화융합이네유. 신박한경험 즐겁게 잘했습니닷☕😻💜,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,언제나 친절하시고 커피도 맛있어요👍🏻,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,고즈넉한 분위기로 늘 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,맛잇어요 사람이 많아서 아쉬워요,(긍정 확률 : 0.95) 긍정,긍정,0.95
1115,블루보틀 삼청 카페,커피 맛있고 직원분이 친절히 설명도 잘해주시네요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,👍👍👍👍👍,(긍정 확률 : 0.84) 긍정,긍정,0.84
1115,블루보틀 삼청 카페,역시 맛잇어요! 대기도 없고 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,역시 커피는 맛있었어요! 뷰도 너무 좋고~ 모두 친절하세요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,커피가 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,싱글오리진 & 뉴올리언스,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,아내와 좋은 시간 보내고 갑니다. 고맙습니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,직원분이 설명도 잘해주시고 엄청  친절하십니다!😃👍 내부도 쾌적하고 좋아요! 커피도 맛있습니다!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,친절하고 커피랑 디저트 맛있어서 좋았어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,뷰가 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,블루보틀 짱~!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,카푸치노 먹었는데 커피맛이 뭔가 다른 매장들과 다르게 느껴지더라구요~좋은 경험이였습니다😊,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,👍🏻👍🏻,(긍정 확률 : 0.84) 긍정,긍정,0.84
1115,블루보틀 삼청 카페,점심시간에 여유를 즐겨봅니다~,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,한옥뷰 전시 본 후에 오기 딱 좋음,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,언제나 맛있어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,커피 깔끔하니 맛있고 직원분들 너무 친절하세요. 1층에서 주문하고 2층에서 받는 형식이라 특이하니 신기했어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,아이스크림 들어간 커피(이름이 기억 안 나요) 맛있어요. 뷰가 좋아요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,머그컵이 예뻐서 들여왔네요~~ 커피도 향이 아주 좋았어요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,산책하다가 자주들리는데 오늘도 맛있네요ㅎㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,평일오전이라 줄서지않고 한가롭게 입장했습니다 커피맛 훌륭하고 뷰도 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,이름값하는 브루잉맛집 :) 친절한 직원분들 덕분에 오늘이 마지막이었던 콜롬비아 우시우시 원두로 내린 사이펀커피를 맛 볼 수 있었네요💛 감사합니다! 멋진뷰와 심플한 공간에서 향긋함이 가득한 커피까지 즐길 수 있어 눈과 입이 다 즐거웠어요 💛 첫 방문이었는데 벌써부터 다음에 또 방문해서 어떤 커피를 맛볼지 생각해보게 되네요 :) 다음에 또 뵈어요 !,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,"삼청동 올때마다 들르는 곳. 넓은 창문 너머로, 기와지붕들을 바라보며 커피를 마시고 있으면 금새 마음이 평화로워진다 :)",(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,직원분이 너무 친절하셔서 기분 좋았어요:),(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,남자직원분 목소리좋으세요ㅋ 디카페인라ㄸ니ㅣ7000,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,인테리어가 멋져요 ! 커피 맛 좋네요^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,조아요조아,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,"그냥 쏘쏘,, 사람 너무 많고 정신 없다",(부정 확률 : 0.92) 부정,부정,0.92
1115,블루보틀 삼청 카페,솔직히 아아는 맛없어요..물만 많은 느낌 차라리 얼음 더 주시고 진하게 해줬으면 좋겠는데ㅠㅠ 급하게 먹게 된건데 다른 음료 먹는게 나은듯,(부정 확률 : 0.96) 부정,부정,0.96
1115,블루보틀 삼청 카페,ᆞ,(긍정 확률 : 0.89) 긍정,긍정,0.89
1115,블루보틀 삼청 카페,블루보틀한잔 캬~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
1115,블루보틀 삼청 카페,재방문 의사 천! 가까우면 맨날 가고 싶고 유니크에 고급스러움까지 설렘 만땅 모든게 젊어지는거 같음 모두,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
1115,블루보틀 삼청 카페,굿굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,커피 특히 아이스크림 넘넘 맛있어요 잠실집앞에 생긴다면 매일 가서 마실 듯 합니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,분위기 좋아요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,직원 분들이 친절해서 기분이 좋아요~,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,방문,(긍정 확률 : 0.86) 긍정,긍정,0.86
1115,블루보틀 삼청 카페,좁지만 스텝분들도 친절하시고 서울의 모습과 잘 어울리는 인테리어도 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,카푸치노 컵과 음료량이 매우 작은데 주문시 사전에 알려주신 것은 좋았습니다. 커피 맛은 괜찮긴 한데 가격 대비해서는 잘 모르겠습니다... 이 정도 맛 내는 까페가 요새 많긴 해서 포지션이 애매하다 싶긴 합니다,(긍정 확률 : 0.59) 긍정,긍정,0.59
1115,블루보틀 삼청 카페,굳,(긍정 확률 : 0.87) 긍정,긍정,0.87
1115,블루보틀 삼청 카페,굳,(긍정 확률 : 0.87) 긍정,긍정,0.87
1115,블루보틀 삼청 카페,"국립민속박물관의 청기와, 배경의 인왕산이 시선을 사로잡은 2층 공간이 매력적입니다.  오픈 당시의 뜨거운 인기만큼은 아니지만, 여전히 평일에도 점심/저녁엔 손님이 많아 자리 잡기가 쉽진 않습니다.  커피 맛은 이곳 만의 특징이 잘 잡혀있는 느낌입니다. 하지만 공간의 넓이와 방문 고객수 대비 효율이 다소 떨어지는 의자와 테이블 배치는 조금 아쉽습니다. 대신 여백을 살리는 인테리어가 살아있지요.   부러 찾아올 공간은 아니겠지만, 국현이나 갤러리를 찾아 삼청동에 왔을 땐 부담없이 들러볼만 공간입니다. 늘 번창하시길🙏🏻 (세상에, 제가 블루보틀을 걱정한 건가요 지금? 🤦🏻‍♀️)",(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,금욜이라 사람 많았구욤 라떼 맛있게 먹었어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,생각보다 양이 넘 적어요ㅠㅠ,(부정 확률 : 0.96) 부정,부정,0.96
1115,블루보틀 삼청 카페,친절하네요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,역시,(긍정 확률 : 0.93) 긍정,긍정,0.93
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,별로,(부정 확률 : 0.93) 부정,부정,0.93
1115,블루보틀 삼청 카페,블루보틀옆 황생칼국수 기다리다가 텀블러 하나 구입햇어요,(긍정 확률 : 0.92) 긍정,긍정,0.92
1115,블루보틀 삼청 카페,매번 갈수록 좋은곳,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,오랜만에 블루보틀 가서 좋았어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,직원분들이 참말로 진짜로 친절해요🥹,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,커피는 평범했어요~,(긍정 확률 : 0.82) 긍정,긍정,0.82
1115,블루보틀 삼청 카페,커피는 맛있는데 좌석이 너무 엉뎅이 아파요 ㅠㅠ,(긍정 확률 : 0.51) 긍정,긍정,0.51
1115,블루보틀 삼청 카페,좌석이 그렇게 편한편은 아닌데 커피가 유명해서 한번 왔어요. 커피는 맛있네요ㅎㅎ 뷰는 생각보다 그저 그랬는데 매장은 청결하고 좋았어요. 직원분들도 친절하시구요! 점심때 이후부터 사람이 많아요. 평일에 갔는데도 엄청 많더라구요...좌석이 많은 편이 아니다보니 뒤에서 기다리는 손님들이 많았어요. 참고하세요ㅎㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,코피 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,스탭분들이 엄청 친절하시고 커피종류도 설명해주셔서 기분좋게 주문했어요! 3층 창가자리에 앉으면 예쁜 산 뷰와 함께할수있습니다..!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,주말이라서 사람이 어마어마하게 많아서 앉아서 먹기는 절대 불가 !!! 손님이 끝없이 들어오지만 직원분들이 너무 친절하게 맞이해주셨어요 ㅠㅠ 대단하십니다👍 그리고 싱글오리진 드립 너무 맛있었어요😆,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,맛있어요 직원분이 친절해용 ㅎㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,라떼가 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,커피 너무 맛있어용,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,친절하시구 뉴올리언스 커피가 맛있어요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,커피맛도 분위기도 좋은 카페입니다. 특히 밖의 뷰가 일품입니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,주변 풍경 아주 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,커피가 맛있어요~~^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,친절하시고 매장 깔끔하고 예뻐요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,직원분께서 엄청 친절 하셨어요 너무 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,"각종디저트각종디저트페어링을 맛보기위해 방문했어요. 디저트는아쉬움이있었고, 티는 다 만족했어요",(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,바쁜데도 정말 친절하세요 첫주문이라고 하니 엄청 친절하게 설명도 해주시고 닉네임으로 불러서 먹는방법 설명까지 끝내주네요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,🥹,(긍정 확률 : 0.84) 긍정,긍정,0.84
1115,블루보틀 삼청 카페,커피맛이 끝내줘요,(긍정 확률 : 0.97) 긍정,긍정,0.97
1115,블루보틀 삼청 카페,굿굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,☕️☕️,(긍정 확률 : 0.84) 긍정,긍정,0.84
1115,블루보틀 삼청 카페,블루보틀 직원들은 다른 지점을 가도 그렇고 너무너무 친철하고 좋아용!!!! 그리고 놀라 메뉴는 강추입니당,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,좋아용,(긍정 확률 : 0.97) 긍정,긍정,0.97
1115,블루보틀 삼청 카페,맛있습니다😃,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,"사람들이 많이 착석해서 마시긴 힘들지만, 인내심을 갖고 기다리다 보면 내자리가 생겨요! 화이팅!!비오는 삼청동 너무 운치 있고 커피는 맛있고! 좋아요",(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,좋아용,(긍정 확률 : 0.97) 긍정,긍정,0.97
1115,블루보틀 삼청 카페,지이인짜 바쁜데도 서버분들 넘 친절 쏘 감동☕️,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,커피도 맛있고 별명으로 불러주실 때 완전 친절하셔요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,주차는 노노,(부정 확률 : 0.51) 부정,부정,0.51
1115,블루보틀 삼청 카페,"직원분들이 친절하시구, 장소도 멋집니다^^ 아쉬운건 콘센트가 없다는것ㅎㅎ",(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,직원분들 너무 친절하셔서 좋고 언제나 맛있어서 좋아요 🫶🏻,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,밝고 친절한 응대 + 기와뷰 👍,(긍정 확률 : 0.96) 긍정,긍정,0.96
1115,블루보틀 삼청 카페,긋,(긍정 확률 : 0.81) 긍정,긍정,0.81
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,친절한데 좌석 너무 불편,(부정 확률 : 0.94) 부정,부정,0.94
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,라떼 꼬숩고 맛나욤,(긍정 확률 : 0.98) 긍정,긍정,0.98
1115,블루보틀 삼청 카페,건물은 큰데 앉을곳이 없어 ㅇㅏ쉽네요,(부정 확률 : 0.55) 부정,부정,0.55
1115,블루보틀 삼청 카페,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
1115,블루보틀 삼청 카페,한옥지붕뷰가 멋져요!! 디카페인도 있어서 좋았어요 😁 고소하고 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,직원분들이 다들 친절하세용 토요일 점심쯔음 카운터 직원분 커피설명 감사합니다 ;-),(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,역시 라떼 맛집 ᰔ,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
1115,블루보틀 삼청 카페,"테이블수도 적은데,주말엔 사람이 많아서  평일에 산책하며 들르기 좋아요! 갈때마다 친절하시고 커피도 맛있어요",(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,그 유명한 블루보틀 커피를 마셨네요 커피맛이 좋습니다. 너무 사람이 많아서 주문과 음료받기까지 오래기다렸구 매장서 마시지도 못했어요. 그렇지만 커피맛은 최고~,(긍정 확률 : 0.99) 긍정,긍정,0.99
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
1115,블루보틀 삼청 카페,.,(긍정 확률 : 0.84) 긍정,긍정,0.84
1115,블루보틀 삼청 카페,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220803570465,일월카츠,"          히레카츠 (14,000) 주문!평일 저녁 브레이크타임 끝나고 10분정도 뒤에 갔는데도웨이팅이 장난아니던 북촌 카츠맛집 ...좌석이 많지않아 결국 한시간정도 기다려서 먹었다 ㅠ개인적으로 내부 공간 배치가 아쉬웠음. 바 테이블 뒤 공간에 테이블을 더 놓거나 웨이팅석을 마련해두면 좋을 것 같다.카츠는 부드럽고 찍어먹는 소금과 소스도 특색있게 맛있었는데, 직원분이 너무 친절하셔서 양배추샐러드 리필을 거절했는데도 해주셨다.. ^_ㅠ 결국 다 남겨서 너무 아까웠음맛있지만 유명세와 웨이팅에 비해 몇가지가 아쉬워서,이런저런 것들이 개선되면 더 좋을듯한 맛집..!        ",(긍정 확률 : 0.89) 긍정,긍정,0.89
MA010120220803570465,일월카츠,"          우선.. 주말에 테이블링으로 예약했는데..오후 1시쯤에 앞에 22팀 있었고 2시간 30분 기다렸습니다 자리가 10자리밖에 없어서 웨이팅이 길더라구여..엄청 오래 기다렸다가 들어갔는데 사장님께서 정말 친절하게 메뉴 설명해주시고, 돈가스도 진짜 입에서 살살 녹아서 놀랐어요!그치만 두시간 반 기다릴 정돈 아닌것같아욤..!개인적으로 돈가스는 진짜 맛있었는데 온우동은 조금 아쉬운 느낌이었어요!        ",(부정 확률 : 0.95) 부정,부정,0.95
MA010120220803570465,일월카츠,"          맛있다.....안국역 근처에 위치한 돈카츠집. 평일 점심, 저녁 모두 방문했을 때 웨이팅이 10-15분 정도 있었다. 예약은 따로 안되고 좌석은 10명이 주르륵 앉을 수 있는 바테이블 형태.등심(13.0)과 안심(14.0)을 모두 먹어봤는데 둘다 정말정말 맛있었다. 안심은 무척 부드러웠고 등심은 지방부분까지도 무척 맛있었다. 요즘 워낙 돈카츠 잘하는 집이 많긴 하지만 여기가 특별히 맘에 들었던건 기름기가 많이 적어서인지 물리지 않았다는 거 ㅎㅎ말돈소금, 밤꿀이 들어간 돈카츠소스, 와사비 이렇게 세 가지를 곁들여 먹을 수 있음. 방문할 때마다 무척 친절하게 해주셔서 좋았다 !        ",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803570465,일월카츠,"          모듬카츠 15000 & 온우동 4000상로스카츠가 먹고싶었으나 품절 ㅠㅠ온우동이 멋지네요. 우동인거치고는 면이 좀 얇습니다. 근데 가츠오부시 국물이 일품이네요. 마치 가츠오부시 차를 마시는 듯한 기분으로 잡내없이 정순함마저 느껴집니다.히레가 부드럽게 느껴지는게 놀라우네요. 로스는 지방이 좀 적어서... 상로스가 궁금해지네요. 제 접시만이겠지만, 살짝 돼지고기향이 풍겼는데... 개인적으로는 개의치 않을 정도네요. 소스도 상큼 달달하면서 카츠와 천생배필이네요.동행자가 먹은 다음날 문득 다시 가고 싶은 생각이 들었다 하네요. 저도 조만간 재방할지도...        ",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220806641494,오레노라멘,          오레노 라멘 인사점은 본점보다 맛있다        ,(긍정 확률 : 0.98) 긍정,긍정,0.98
