상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,👍🏻,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812939901,역전할머니맥주 신촌점,가볍게 술마시기 좋은곳!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,괜찮았어요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,좋아요 ㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,좋아염 놀기,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,좋아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,ㅅ,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812939901,역전할머니맥주 신촌점,뻥튀기 미리 테이블에 안깔아두셨으면..넘 눅눅해져요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,안주 노맛,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812939901,역전할머니맥주 신촌점,맥주 진짜 시원해요! 시끄럽긴한데 가성비 굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,"너무 시끄럽고ㅋㅋ 대화하기 좋진 않지만, 일단 살얼음뜬 기본 맥주가 넘 맛있고 안주들이 싸고 맛있어요.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,여러명이서 2차로 술마시러 오기 좋아요 맘ㅎ이 시끄러워요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,넘나 시끄럽습니다.. 고막터질뻔,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,예전에 즐겨가던 호프집이 생각나네요. 무지 넓고 주문을 테블릿으로하니 엄청 편해요. 가격 또한 좋습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,굿!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,신촌에서 편하게 만나기 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812939901,역전할머니맥주 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800105723,1943 신촌점,"매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우매우, 불친절하고 부대찌개 고기 돼지냄새 너무너무너무너무 심각하네요.",(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800584941,연대포,전 진짜 너무 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,전 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800584941,연대포,양이 엄청 많고 막걸리 진짜 다양해요~ 직원분도 진철해요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,맛있네요 번창하세요~^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,음식이 맛있어여,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,전과 막걸리는 당연히 연대포!,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800584941,연대포,ㅇ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,기본 안주가 콘치즈에 미역국이라 좋음,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800584941,연대포,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,반반전세트로 시키길 잘했죠~ 양도 푸짐하구 맛있어요! 알밤 막걸리랑 잘 어울리고 계란말이도 폭신하고 식감이 좋아요. 그리고 오돌뼈에 주먹밥까지 먹으면 배가 엄청 부릅니다!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,전이 아주 바삭바삭 맛있어요. 덕분에 막걸리를 몇 병을 마셨는지 아주 즐거웠습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,술안주 메뉴..다양하고 직원이 친절해요~^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,"느린마을이 늘봄인게 아쉽지만ㅠㅠ 역시 감자전, 김치전은 맛있어요",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800584941,연대포,여름에는 더워요,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220800584941,연대포,짬뽕탕이 진국입니다.,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800584941,연대포,평타치는 맛이에요 많이 시끄러우ㅓ요,(부정 확률 : 0.51) 부정,부정,0.51
MA010120220800584941,연대포,예전에 괜찮았는데 요즘엔 재료도 안신선하구 음식위생이 좀 별로에요…,(부정 확률 : 0.82) 부정,부정,0.82
MA010120220800584941,연대포,오랜만에 방문했는데 직원이 대부분 외국인임.  그건 문제가 되지않음.  앉았는데 안경 쓴 동남아직원이 제가 말하는데 민증요 하고 무시하고 감 그러더니 민증 확인도 안할거면서 왜 민증요 라고 한지 노이해  전반적으로 불친절  20살 때부터 애용했는데 이젠 안감 술익마가 최고,(부정 확률 : 0.89) 부정,부정,0.89
MA010120220810248759,삼미식당 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810248759,삼미식당 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810248759,삼미식당 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810248759,삼미식당 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810248759,삼미식당 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810248759,삼미식당 신촌점,선선한 날씨 야외자리 굿!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810248759,삼미식당 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,가성비 칵테일 ㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,괜찮아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,다른 곳에 비해 단것같아요. 음악 좋고 분위기 좋아요 근데 기본 안주가 없는게 조금 아쉬워요. 직원분들은 정말정말 친절하세요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,친절하세여 사람 많아여,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800203460,하우스라운지,칵테일도 너무 맛있고 나오는 노래도 좋았어요! 가격대가 생각보다 저렴해서 조금 놀랐습니다🫢 직원분들도 유쾌하시고 친절하셔서 기분 좋게 잘 마시다가 왔습니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,직원분 친절하고 칵테일에 대해 설명 잘해주셔서 칵테일 선택하기 편했어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,옛날 노래(10년대 팝송)가 많이 나옴. 칵테일 한잔에 7천원~11천원 정도로 저렴한 편이지만 장소가 협소한 편,(부정 확률 : 0.56) 부정,부정,0.56
MA010120220800203460,하우스라운지,하우스라운지 바 분위기도 너무 좋고 칵테일도 맛있었어요!ㅎㅎㅎ직원분들도 너무 친절하고 음악도 신나서 신촌바 추천해요!ㅎㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800203460,하우스라운지,칵테일을 종류별로 많이 먹고 싶어서 둘이서 7잔 세트 시켜서 나눠 먹었는데 가성비가 괜찮았어요. 그리고 새로운 종류 칵테일을 먹어보려고 직원분께 물어봤는데 굉장히 친절하시고 추천도 잘 해주셔서 종류별로 맛있게 먹은 거 같아요. 안주는 세트에 나오는 감자튀김만 먹었는데 치즈가루를 뿌린 거 같은데 먹으면 생감자의 맛이 느껴졌습니다. 칵테일은 7천 원짜리는 거의 음료처럼 알콜이 거의 느껴지지 않아서 술 못 하는 사람도 잘 마실 거 같았습니다. 그리고 8천 원과 9천 원짜리는 꽤 술 같아서 좋았습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,너무 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,조하요 ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,"고기가 맛나요.,.,.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,친절하시고 고기 굽는데에 진심인 가게. 고기도 맛있었어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,단골 맛집이에요 신촌 고깃집 중에서 적극 추천합니다!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,"고기 질 좋고, 맛있어요!!!!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,"오전 11시에 첫 손님으로 고기 먹었는데 쌈도 안주시고, 나중에 볶음밥 먹는 다니깐 점심때문에 바쁘셔서 그런지 갑자기 표정 바뀌지면서 재료가 다 떨어졌다고 하면서 하신게 아쉽네여 아무리 바빠도 끝까지 서비스를 해주시는게 맞다고 생각합니다. 월요일 오전인데 바빠서 늦어질 것 같다도 아니고 갑자기 손님 많아졌다고 재료 떨어졌다고 하시는 건 쫌...핑계도 성의가 없었습니다 ㅜㅜ 맛은...맛있었어요...마무리가 아쉬워서 그렇지...",(부정 확률 : 0.56) 부정,부정,0.56
MA010120220800558047,신촌고기창고,진짜 맛잇어요!!!! 근데 냉면이 비싸요ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,음식은 맛있었다. 분위기도 좋고 바쁘고 직원들도 친절했다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,신촌에서는 유일하게 가는 고기집입니다 이왕먹는거 맛있게 또 질좋게 먹어야하죠 정말 너무 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,여전합니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,"메뉴구성 좋았고, 서비스 계란찜도 좋았다. 다만 2층 접객하시던 아주머니께서 직장인들이 왜이렇게 싼걸먹냐고 비싼메뉴를 호객하신건 불편했다. 단점 하나빼곤 만족스런 식사.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,친절하시고 고기맛도 최고!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,"불앞이라 더운건 감안하지만 , 1층과 너무 다른 지하에서 퀴퀴한 냄새맡아가며 , 환기도안되고 , 음식맛도 그닥 , 재방문의사 전혀없음",(부정 확률 : 0.95) 부정,부정,0.95
MA010120220800558047,신촌고기창고,고기 구워주셔서 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,맛있어요😆,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,고기 맛있어요👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800558047,신촌고기창고,고기가 맛있고 사장님께서 친절해서 더 좋았습니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,분위기 좋고 모츠나베 맛있어요. 와규는 기대에 못 미쳐서 담부턴 모츠나베에 사이드메뉴 먹으려구요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,(허겁지겁 먹느라 사진 안찍어서 셀카에서 캡쳐..) 여기 대창나베 진짜 깔끔하고 맛있어요. 인테리어도 일본 온 것 같아서 여행온것같아요 그리고 마지막에 죽을 추가할 수 있는데 이게 진짜 별미입니다.. 막 꾸덕한 죽이 아닌데 술술 들어가요;;; 우동보단 죽 추천입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,여기 진짜 모츠나베원탑입니다. 그냥 가시면 되세요 ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,신촌에서 분위기잇게 모임하기 좋아요  모츠나베 너무 맛있었어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,항상 오고 싶었는데 드디어!!! 음식 완전 맛있고 인테리어도 멋있고 대화하기 좋아요~ 대창으로 시켰는데 쫄깃쫄깃 맛있더라고요~ 여럿이서 가기 좋고 술 한잔해도 좋을 거 같네요 ㅎㅎ 강추합니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,친절하시고 맛있고 좋아요! 재방문 하고 싶어요 :),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,정갈하고 음식 맛있어요 ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,모츠나베 맛집,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,"모츠나베 찐맛집👆👆 친구들이랑 신촌 지나가다가 분위기가 좋아보여 들어갔는데, 1층은 홀, 2층은 룸 형식이라 취향대로 앉을 수 있어 좋을 것 같아요. 저는 2층에 올라갔는데 2층에서도 커튼으로 가리는 룸이 있고 오픈형 4인석이 있어 선택지가 넓었습니다. 저는 오픈형 4인석에 앉았어요. 들어가고 얼마 되지 않아 사람들로 가득 찬 매장.. 커플들이 많이 오시는 듯! 음식을 주문하고 기다리면서 보는 예쁜 인테리어와 매장에서 나오는 일본 노래도 좋았네요.  모츠나베는 오리지널로 시켰는데 조미료가 안 들어가서 그런지 맛이 굉장히 깔끔하고 맛있습니다.  추가로 사장님과 일하시는 직원분들도 친절하시고 음식 관련해서 디테일하게 설명해주세요. 친구들도 저도 덕분에 기분좋게 식사했네요. 다음에 또 올게요~😉",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,사장님 친절하시고 메뉴가 다양합니다 맛있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,존맛 다른것도 먹어보고싶은거 많았는데 젤 베이직한걸로 시켰음 사장님이 친절하게 설명도 잘해주시고 맛도 좋아서 다른것도 먹으러 다시 방문할 예정,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,맛있습니다 잘 먹었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,분위기도 좋고 음식들이 모두 신선해요. 야키니쿠에 하이볼 한잔 하면서 도란도란 이야기 나누기 좋은 곳입니다. 신촌 술집 데이트 장소로 굳이에요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,일단 사장님이 너~무 친절하셔서 처음부터 끝까지 너무 기분 좋게 먹고 즐기다 올 수 있었어요 :) 음식도 배불러서 더 못 시켜먹은게 너무 안타까웠을 정도로 맛있었습니다!!스트레스받거나 한잔 땡기는 날 매거진 스탠딩에서 친구들 3~4명 모여서 한잔 하면서 고기도 굽고 모츠나베도 먹으면서 얘기나누는거 너무 좋은것같아요!!앞으로 자주 방문하게 될 것 같습니당♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,양도 많고 맛도 깔끔해서 추천!! 사장님도 친절하시고 가게도 청결해서 너무 좋았어요 :),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,소고기랑 모츠나베 같이 나오는 매거진 특선 세트 먹었습니다! 두 가지 요리를 먹을 수 있어서 좋아요👍🏻 소고기 완전 부드럽고 모츠나베 깔끔해서 맛있었어요 :),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807717289,매거진 스탠딩,지인의 강력한 추천으로 방문했습니다. 음식도 맛있고 공간이 분리된 편이라 이야기하기 좋아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639531,비틀즈,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639531,비틀즈,친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639531,비틀즈,감성충만,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800639531,비틀즈,분위기가 좋습니다. 사랑하는 연인과 오기 좋아요. 음악을 잘 아시는 분이면 정말 좋아실거에요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639531,비틀즈,신촌에 몇 안남은 LP Bar 기네스 드레프트가 맛있고 스피커음 음질이 매우 고급지다  당신의 음주 매너가 젠틀하다면 사장님이 흔쾌히 신청곡을 틀어주실 것이다 굳이 신청을 하지 않아도  주옥같은 음악들고 그날의 날씨 기온 습도에 맞춰 선곡해주시기에 아쉬울 것도 없다  1시에 얄짤 없이 마감하신다   늦게가면 쫒겨날 수 있음이다,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220812510374,베이직프라이드치킨 신촌직영점,치킨 맛있는데 홀에서 먹으려면 내가 치킨이 될 각오를 하고 드셔야 합니다 ㅋㅋㅋㅋ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812510374,베이직프라이드치킨 신촌직영점,주방이 엄청 깨끗하고 그래서 그런지 치킨도 더 맛있는것 같아요👍🏻 직원분들도 친절하고 포장하러 갈때마다 매장이 깔끔해서 더 믿음직스럽고 좋아요! 일반 프라이드도 바삭하고 맛있고 여기 간장마고치킨이 저는 제일 맛있더라구요👍🏻,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812510374,베이직프라이드치킨 신촌직영점,넘 맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812510374,베이직프라이드치킨 신촌직영점,두가지 다 맛있긴한데 저는 크리스피가 더 맛있어요.바싹하고 .,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800603380,예체능,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800631918,할리비어 신촌점,안주들도 귀엽고 가성비도 괜찮슴니다 맥주 땡길때 방문하는거 추천~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,일본 포장마차와서 먹는 느낌이예요! 기본안주가 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,"테이블이 넘 협소한거 빼고는,, 매장 분위기 넘 이뻐요",(부정 확률 : 0.76) 부정,부정,0.76
MA010120220800639849,소우 오뎅,어묵탕 좋음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,맛있어요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,오뎅탕 국물이진짜 체곱니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800639849,소우 오뎅,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,좋아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,오랜만에왔는데 역시맛있어요 버섯무한리필이었는데 이제추가네요 버섯 미나리 고기추가해서먹었어요 보끔밥맛👍👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,면 추가 무한이라 좋아요 생각보다 친절하셨어요 근데 전골이 아니면 미나리랑 버섯뿐이라 부실한 느낌 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
3300,김광석신촌칼국수 본점,깔끔하게 샤브샤브 먹을 수 있어요. 친절하고 전반적으로 만족스러워요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,자주가는 단골이에요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,칼국수는 무한리필입니다 볶음밥 최고예요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,친절하시고 맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,맛있어요  포장도 했어요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,맛도 짱이고 이모님등 짱친절,(긍정 확률 : 0.97) 긍정,긍정,0.97
3300,김광석신촌칼국수 본점,좋아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,정말 너무 맛있어요!! 고기도 너무 상태 좋고 면도 너무 쫄깃해요ㅎ 술이 술술 맛집입니다~~!,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,3-4년 전에 정말 자주 방문하다가 오랜만에 갔는데 물가가 올라서 그런가 가격은 오르고 양이 줄어들긴했네요🥲 그치만 이해합니다. 여전히 맛은 있어요~~~,(긍정 확률 : 0.94) 긍정,긍정,0.94
3300,김광석신촌칼국수 본점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
3300,김광석신촌칼국수 본점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,맛있어요👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,처음부터 끝까지 다 맛있어요 육수 깔끔하고!! 칼국수면은 엄청 쫄깃하고 볶음밥도 너무 맛있고!!!!!!!! 너무너무 친절하시고 양도 많고 짱짱이에요 넘 좋아요 우리집앞에도 있음 좋겠다 ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,맛있어요!!!! 칼국수도직접 뽑으셔서 쫄깃하고 사장님너무친절하시고 미나리 버섯 듬뿍넣어주셔서 맛있게 잘먹었습니다!! 볶음밥최고~~!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,백김치가 맛있네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,굿. 항상 넉넉한 인심.,(긍정 확률 : 0.98) 긍정,긍정,0.98
3300,김광석신촌칼국수 본점,친절하시고 좋아요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
3303,동해횟집,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
3303,동해횟집,집 앞이면  가성비 너무좋아서_ 자주갈듯한 부분_ 현금 5천원짜리 회덮밥치고  맛도 나쁘지않은 부분이고_ 회덮밥 +미역국 조합만 먹다가_ +홍합탕 조합도 괜찮_긴한데  살짝 언밸런스 한 느낌_이지만... 5천원 인 부분 👍 👍 탕 주는것만으로 도 👏 👏,(긍정 확률 : 0.98) 긍정,긍정,0.98
3303,동해횟집,맛잇고 저렴한편같아요 화장실은 냄새가 심해욭 ㅜ,(긍정 확률 : 0.97) 긍정,긍정,0.97
3303,동해횟집,ㅋ굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
3303,동해횟집,좋아요 ෆ,(긍정 확률 : 0.98) 긍정,긍정,0.98
3303,동해횟집,"여긴 진짜 나름 오랜 단골집인데..회,매운탕이 정말 끝내주는 곳이예요. 매장이 청결하진 않지만 감내하고 가는곳입니다. 진짜 찐맛집이예요. 👍👍👍👍👍👍",(긍정 확률 : 0.98) 긍정,긍정,0.98
3303,동해횟집,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3304,히노키공방,맛있게 잘 먹고왔어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
3304,히노키공방,음식 맛있어요~~!,(긍정 확률 : 0.98) 긍정,긍정,0.98
3304,히노키공방,혼밥하기 넘 좋은 곳이고 예쁘고 정갈하게 잘 나오더라구요 ㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
